_id,ltable_id,rtable_id,label,ltable_value,rtable_value
3079,157,750,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3080,264,750,0,adobe photoshop cs3 extended [ mac ] adobe 999.0,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3081,267,750,0,adobe photoshop elements 5.0 / premier elements 3.0 [ lb ] adobe 149.99,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3082,471,750,1,photoshop elements 4 mac retail eng 1u ( 19230169 ) adobe 145.39,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3083,517,750,0,adobe photoshop cs3 [ mac ] adobe 649.0,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3084,536,750,1,adobe photoshop elements 4.0 ( mac ) adobe 89.99,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3085,543,750,0,adobe photoshop cs3 upgrade [ mac ] adobe 199.0,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3086,546,750,0,adobe photoshop elements 5.0 premiere elements 3.0 bundle adobe 149.99,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3087,667,750,0,toysight gold for isight : includes 15 games ( mac ) freeverse software 29.99,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3088,737,750,0,adobe photoshop cs2 ( mac ) [ old version ] adobe 649.0,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3089,774,750,0,adobe software acrobat pro upgrd pro-pro mac ( adbcd01798mc ) adobe software 273.0,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3090,837,750,0,adobe photoshop cs3 extended upgrade [ mac ] adobe 349.0,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3091,838,750,0,computrace lojack for laptops 3 year license ( mac ) absolute software 99.95,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3092,853,750,0,onone essentials for adobe photoshop elements onone software 59.95,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3093,958,750,0,onone plug-in suite 3 for adobe photoshop onone software 399.95,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3094,975,750,0,computrace lojack for laptops 1 year license ( mac ) absolute software 49.95,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3095,1229,750,0,adobe photoshop cs2 advanced techniques by julieanne kost software cinema ,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3096,1235,750,0,photoshop elements 4 edu mac 1u adobe-education-box 69.0,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3097,1252,750,0,adobe photoshop cs2 fundamental techniques by julieanne kost software cinema ,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3098,1330,750,0,onone essentials for adobe photoshop elements version 2 full onone software 59.95,adobe photoshop elements 4.0 photo-editing software for mac  85.95
3099,157,751,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,sup-040c synet pc sharing kit w / usb cable 5.18 m complete package 1 user win  26.59
3100,963,751,0,synet pc sharing kit ( w/17ft usb ext.cable ) synet-electronics-inc . ,sup-040c synet pc sharing kit w / usb cable 5.18 m complete package 1 user win  26.59
3101,157,752,0,adobe photoshop elements 4.0 plus adobe premiere elements 2.0 complete package 1 user cd mini-box win canadian french 29180162 ) adobe systems inc ,lmpcgs12mulpc coreldraw graphics suite v. 12 media 1 user cd win multi-lingual  22.59
3102,573,752,0,coreldraw graphics suite x3 upgrade corel 179.0,lmpcgs12mulpc coreldraw graphics suite v. 12 media 1 user cd win multi-lingual  22.59
3103,425,753,0,hoyle card games 2007 encore software 29.99,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3104,455,753,0,brainfood games cranium collection 2006 encore software 19.99,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3105,486,753,0,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me symantec ,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3106,581,753,0,hoyle board games encore 9.99,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3107,778,753,0,hoyle casino 2007 encore 19.95,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3108,782,753,0,pc hoyle bridge encore software 9.99,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3109,787,753,0,hoyle 4-pack 2006 encore software 19.95,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3110,788,753,0,hoyle puzzle & board games encore software 19.95,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3111,791,753,0,hoyle kids ' games jc encore 9.99,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3112,895,753,0,hoyle card games 2007 encore software 19.99,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3113,907,753,0,hoyle card games ( jewel case ) encore software 9.99,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3114,924,753,0,hoyle casino ( 2007 ) encore 19.99,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3115,926,753,0,pc hoyle jewels : swap & drop it encore software 9.99,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3116,1020,753,0,elementary school advantage 2007 encore software 29.99,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3117,1044,753,1,hoyle puzzle & board games 2007 encore software 19.99,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3118,1055,753,0,high school advantage 2007 encore software 29.95,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3119,1062,753,0,pc tools spyware doctor 2007 sb cs by pc tools encore software 29.99,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3120,1100,753,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 10567 hoyle puzzle games 2007 win 98 me 2000 xp  18.97
3121,486,754,0,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me symantec ,encore software 33020 jackpot tycoon win 98 me 2000 xp  8.44
3122,1045,754,1,jackpot tycoon ( jewel case ) encore 9.99,encore software 33020 jackpot tycoon win 98 me 2000 xp  8.44
3123,1100,754,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 33020 jackpot tycoon win 98 me 2000 xp  8.44
3124,486,755,0,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me symantec ,encore software 11630 monopoly tycoon win 98 me 2000 xp  7.69
3125,1043,755,1,monopoly tycoon encore 9.99,encore software 11630 monopoly tycoon win 98 me 2000 xp  7.69
3126,1100,755,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 11630 monopoly tycoon win 98 me 2000 xp  7.69
3127,210,756,0,upgrade terminal emulation software 2006 with media 1u esker ,amherst media book : photo salvage with adobe photoshop photoshop software  29.95
3128,853,756,0,onone essentials for adobe photoshop elements onone software 59.95,amherst media book : photo salvage with adobe photoshop photoshop software  29.95
3129,958,756,0,onone plug-in suite 3 for adobe photoshop onone software 399.95,amherst media book : photo salvage with adobe photoshop photoshop software  29.95
3130,1229,756,0,adobe photoshop cs2 advanced techniques by julieanne kost software cinema ,amherst media book : photo salvage with adobe photoshop photoshop software  29.95
3131,1252,756,0,adobe photoshop cs2 fundamental techniques by julieanne kost software cinema ,amherst media book : photo salvage with adobe photoshop photoshop software  29.95
3132,1330,756,0,onone essentials for adobe photoshop elements version 2 full onone software 59.95,amherst media book : photo salvage with adobe photoshop photoshop software  29.95
3133,1100,757,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 11140 fate win 2000 xp  18.97
3134,425,758,0,hoyle card games 2007 encore software 29.99,encore software 10449 high school advantage 2007 win 98 me 2000 xp  26.97
3135,486,758,0,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me symantec ,encore software 10449 high school advantage 2007 win 98 me 2000 xp  26.97
3136,895,758,0,hoyle card games 2007 encore software 19.99,encore software 10449 high school advantage 2007 win 98 me 2000 xp  26.97
3137,917,758,0,elementary advantage 2008 encore software ,encore software 10449 high school advantage 2007 win 98 me 2000 xp  26.97
3138,1020,758,0,elementary school advantage 2007 encore software 29.99,encore software 10449 high school advantage 2007 win 98 me 2000 xp  26.97
3139,1044,758,0,hoyle puzzle & board games 2007 encore software 19.99,encore software 10449 high school advantage 2007 win 98 me 2000 xp  26.97
3140,1050,758,0,middle school advantage 2008 encore 39.99,encore software 10449 high school advantage 2007 win 98 me 2000 xp  26.97
3141,1053,758,0,high school advantage 2008 encore 39.99,encore software 10449 high school advantage 2007 win 98 me 2000 xp  26.97
3142,1055,758,1,high school advantage 2007 encore software 29.95,encore software 10449 high school advantage 2007 win 98 me 2000 xp  26.97
3143,1062,758,0,pc tools spyware doctor 2007 sb cs by pc tools encore software 29.99,encore software 10449 high school advantage 2007 win 98 me 2000 xp  26.97
3144,1100,758,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 10449 high school advantage 2007 win 98 me 2000 xp  26.97
3145,683,759,0,math advantage 2008 encore 39.99,encore software 12380 high school advantage 2008 win 2000 xp vista  34.97
3146,712,759,0,spongebob squarepants typing 2008 win/mac encore software 19.95,encore software 12380 high school advantage 2008 win 2000 xp vista  34.97
3147,917,759,0,elementary advantage 2008 encore software ,encore software 12380 high school advantage 2008 win 2000 xp vista  34.97
3148,1014,759,0,elementary advantage 2008 encore 39.99,encore software 12380 high school advantage 2008 win 2000 xp vista  34.97
3149,1020,759,0,elementary school advantage 2007 encore software 29.99,encore software 12380 high school advantage 2008 win 2000 xp vista  34.97
3150,1050,759,0,middle school advantage 2008 encore 39.99,encore software 12380 high school advantage 2008 win 2000 xp vista  34.97
3151,1053,759,1,high school advantage 2008 encore 39.99,encore software 12380 high school advantage 2008 win 2000 xp vista  34.97
3152,1055,759,0,high school advantage 2007 encore software 29.95,encore software 12380 high school advantage 2008 win 2000 xp vista  34.97
3153,1100,759,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 12380 high school advantage 2008 win 2000 xp vista  34.97
3154,1338,759,0,weekly reader mastering high school 2008 fogware publishing 29.99,encore software 12380 high school advantage 2008 win 2000 xp vista  34.97
3155,349,760,0,middle school success deluxe 2008 topics entertainment 49.99,encore software 12370 middle school advantage 2008 win 2000 xp vista  34.97
3156,683,760,0,math advantage 2008 encore 39.99,encore software 12370 middle school advantage 2008 win 2000 xp vista  34.97
3157,712,760,0,spongebob squarepants typing 2008 win/mac encore software 19.95,encore software 12370 middle school advantage 2008 win 2000 xp vista  34.97
3158,917,760,0,elementary advantage 2008 encore software ,encore software 12370 middle school advantage 2008 win 2000 xp vista  34.97
3159,1014,760,0,elementary advantage 2008 encore 39.99,encore software 12370 middle school advantage 2008 win 2000 xp vista  34.97
3160,1020,760,0,elementary school advantage 2007 encore software 29.99,encore software 12370 middle school advantage 2008 win 2000 xp vista  34.97
3161,1050,760,1,middle school advantage 2008 encore 39.99,encore software 12370 middle school advantage 2008 win 2000 xp vista  34.97
3162,1053,760,0,high school advantage 2008 encore 39.99,encore software 12370 middle school advantage 2008 win 2000 xp vista  34.97
3163,1055,760,0,high school advantage 2007 encore software 29.95,encore software 12370 middle school advantage 2008 win 2000 xp vista  34.97
3164,1100,760,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 12370 middle school advantage 2008 win 2000 xp vista  34.97
3165,486,761,0,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me symantec ,encore software 11580 monopoly with bonus risk win 98 me 2000 xp  18.97
3166,512,761,0,microsoft windows xp professional upgrade with sp2 microsoft software 199.99,encore software 11580 monopoly with bonus risk win 98 me 2000 xp  18.97
3167,1100,761,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 11580 monopoly with bonus risk win 98 me 2000 xp  18.97
3168,1302,761,0,scrabble with bonus clue encore 19.99,encore software 11580 monopoly with bonus risk win 98 me 2000 xp  18.97
3169,486,762,0,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me symantec ,encore software 10653 professor fujis kakuro win 98 me 2000 xp  7.69
3170,570,762,0,professor teaches windows xp individual software 19.99,encore software 10653 professor fujis kakuro win 98 me 2000 xp  7.69
3171,916,762,0,professor fuji 's sudoku ( jewel case ) encore software 9.99,encore software 10653 professor fujis kakuro win 98 me 2000 xp  7.69
3172,1033,762,1,pc professor fuji 's kakuro encore software 9.99,encore software 10653 professor fujis kakuro win 98 me 2000 xp  7.69
3173,1054,762,0,professor fujis sudoku deluxe by encore encore software 19.99,encore software 10653 professor fujis kakuro win 98 me 2000 xp  7.69
3174,1100,762,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 10653 professor fujis kakuro win 98 me 2000 xp  7.69
3175,486,763,0,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me symantec ,encore software 10392 network now ! pro ( win 98 me 2000 xp )  34.97
3176,912,763,0,network now ! pro by encore encore software 39.99,encore software 10392 network now ! pro ( win 98 me 2000 xp )  34.97
3177,1031,763,1,singleclick network now ! pro encore software 39.99,encore software 10392 network now ! pro ( win 98 me 2000 xp )  34.97
3178,1066,763,0,the print shop design suite pro ed sb cs by the print shop encore software 199.99,encore software 10392 network now ! pro ( win 98 me 2000 xp )  34.97
3179,1100,763,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 10392 network now ! pro ( win 98 me 2000 xp )  34.97
3180,1110,763,0,the print shop 22 pro publisher deluxe sb cs by the print shop encore software 99.95,encore software 10392 network now ! pro ( win 98 me 2000 xp )  34.97
3181,486,764,0,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me symantec ,encore software 13780 westward win 98 me 2000 xp vista  18.97
3182,1029,764,1,westward encore software 19.99,encore software 13780 westward win 98 me 2000 xp vista  18.97
3183,1100,764,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 13780 westward win 98 me 2000 xp vista  18.97
3184,1027,765,1,q * bert encore 9.99,encore software 14080 q * bert win 2000 xp vista  7.69
3185,1100,765,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 14080 q * bert win 2000 xp vista  7.69
3186,1039,766,1,who wants to be a millionaire ? encore 9.95,encore software 11670 who wants to be a millionaire ? win xp 2000  7.69
3187,1100,766,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 11670 who wants to be a millionaire ? win xp 2000  7.69
3188,13,767,0,spy sweeper spanish webroot software 29.95,webroot software 65210 spy sweeper 3 pc webroot software 31.99
3189,332,767,0,spy sweeper [ lb ] webroot software 29.99,webroot software 65210 spy sweeper 3 pc webroot software 31.99
3190,941,767,0,webroot spy sweeper with antivirus family edition 3 pcs webroot software 49.95,webroot software 65210 spy sweeper 3 pc webroot software 31.99
3191,999,767,0,spy sweeper w/antivirus family edition webroot software 49.95,webroot software 65210 spy sweeper 3 pc webroot software 31.99
3192,1097,767,0,spy sweeper with antivirus/child safe webroot software 39.95,webroot software 65210 spy sweeper 3 pc webroot software 31.99
3193,1099,767,1,webroot spysweeper antispyware 3 user webroot software 39.99,webroot software 65210 spy sweeper 3 pc webroot software 31.99
3194,1114,767,0,webroot spy sweeper antispyware 5.x webroot software 29.95,webroot software 65210 spy sweeper 3 pc webroot software 31.99
3195,378,768,0,aquarium 3-in-one collection ( win/mac ) encore software 19.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3196,425,768,0,hoyle card games 2007 encore software 29.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3197,455,768,0,brainfood games cranium collection 2006 encore software 19.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3198,456,768,0,clickart fonts ( 2006 ) by encore encore software 19.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3199,486,768,0,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me symantec ,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3200,733,768,0,clickart 1.2 million dvd 2006 by broderbund encore software 49.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3201,787,768,0,hoyle 4-pack 2006 encore software 19.95,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3202,788,768,0,hoyle puzzle & board games encore software 19.95,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3203,809,768,0,hoyle : classic collection 2006 encore 19.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3204,895,768,0,hoyle card games 2007 encore software 19.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3205,907,768,0,hoyle card games ( jewel case ) encore software 9.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3206,914,768,0,hasbro classic collection 2006 ) encore 19.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3207,1023,768,0,aquarium 3 in 1 collection limited edition for win/mac encore software 19.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3208,1036,768,0,brain food games : cranium collection 2006 encore 19.95,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3209,1037,768,1,brain food games : cranium collection 2006 encore 19.95,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3210,1044,768,0,hoyle puzzle & board games 2007 encore software 19.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3211,1049,768,0,home & business lawyer dlx 2006 by broderbund encore software ,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3212,1069,768,0,hasbro family game collection 2006 encore software 19.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3213,1100,768,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3214,1187,768,0,clickart 1.2 million 2006 dvd encore software ,encore software 11250 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3215,378,769,0,aquarium 3-in-one collection ( win/mac ) encore software 19.99,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3216,425,769,0,hoyle card games 2007 encore software 29.99,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3217,455,769,0,brainfood games cranium collection 2006 encore software 19.99,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3218,456,769,0,clickart fonts ( 2006 ) by encore encore software 19.99,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3219,486,769,0,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me symantec ,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3220,733,769,0,clickart 1.2 million dvd 2006 by broderbund encore software 49.99,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3221,787,769,0,hoyle 4-pack 2006 encore software 19.95,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3222,788,769,0,hoyle puzzle & board games encore software 19.95,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3223,809,769,0,hoyle : classic collection 2006 encore 19.99,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3224,895,769,0,hoyle card games 2007 encore software 19.99,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3225,907,769,0,hoyle card games ( jewel case ) encore software 9.99,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3226,914,769,0,hasbro classic collection 2006 ) encore 19.99,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3227,1023,769,0,aquarium 3 in 1 collection limited edition for win/mac encore software 19.99,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3228,1036,769,1,brain food games : cranium collection 2006 encore 19.95,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3229,1037,769,0,brain food games : cranium collection 2006 encore 19.95,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3230,1044,769,0,hoyle puzzle & board games 2007 encore software 19.99,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3231,1049,769,0,home & business lawyer dlx 2006 by broderbund encore software ,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3232,1069,769,0,hasbro family game collection 2006 encore software 19.99,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3233,1100,769,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3234,1187,769,0,clickart 1.2 million 2006 dvd encore software ,encore software 11252 brain food games : cranium collection 2006 win 98 me 2000 xp  18.97
3235,378,770,0,aquarium 3-in-one collection ( win/mac ) encore software 19.99,encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher  19.97
3236,710,770,0,marine aquarium 2.0 ( mac ) encore 19.99,encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher  19.97
3237,882,770,0,marine aquarium + sharks encore software 9.95,encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher  19.97
3238,1013,770,0,marine aquarium 2.0 ( pc & mac ) encore 29.99,encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher  19.97
3239,1023,770,0,aquarium 3 in 1 collection limited edition for win/mac encore software 19.99,encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher  19.97
3240,1034,770,1,marine aquarium 2.5 virtual undersea paradise win/mac encore software 19.99,encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher  19.97
3241,1058,770,0,pitstop pro 7.0 upgr 6.x or higher enfocus software 199.0,encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher  19.97
3242,1072,770,0,marine aquarium & goldfish screen saver by encore software encore software ,encore software 25020 marine aquarium 2.5 ( hybrid ) win 95 98 me 2000 xp/mac 10.1 or higher  19.97
3243,408,771,0,before you know it deluxe spanish edition for pc/mac encore software 29.99,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3244,486,771,0,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me symantec ,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3245,498,771,0,mavis beacon typing 17 deluxe by broderbund encore software 39.99,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3246,530,771,0,learning company kid pix deluxe 4 encore software 19.99,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3247,607,771,0,broderbund print shop 21 deluxe encore software 49.99,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3248,636,771,0,mavis beacon teaches typing deluxe v17 encore software 39.99,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3249,785,771,0,jewels of cleopatra encore software 19.95,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3250,881,771,0,the print shop 22 deluxe sb cs by the print shop encore software 49.95,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3251,946,771,0,the print shop 21 deluxe by broderbund encore software ,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3252,1018,771,1,wheel of fortune deluxe encore 19.99,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3253,1040,771,0,encore the big box of art 410ÃÂ 000ÃÂ 460001 ) encore software 19.99,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3254,1054,771,0,professor fujis sudoku deluxe by encore encore software 19.99,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3255,1100,771,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3256,1110,771,0,the print shop 22 pro publisher deluxe sb cs by the print shop encore software 99.95,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista  18.97
3257,425,772,0,hoyle card games 2007 encore software 29.99,encore software 10443 elementary school advantage 2007 win 98 me 2000 xp  26.97
3258,486,772,0,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me symantec ,encore software 10443 elementary school advantage 2007 win 98 me 2000 xp  26.97
3259,895,772,0,hoyle card games 2007 encore software 19.99,encore software 10443 elementary school advantage 2007 win 98 me 2000 xp  26.97
3260,917,772,0,elementary advantage 2008 encore software ,encore software 10443 elementary school advantage 2007 win 98 me 2000 xp  26.97
3261,1014,772,0,elementary advantage 2008 encore 39.99,encore software 10443 elementary school advantage 2007 win 98 me 2000 xp  26.97
3262,1020,772,1,elementary school advantage 2007 encore software 29.99,encore software 10443 elementary school advantage 2007 win 98 me 2000 xp  26.97
3263,1044,772,0,hoyle puzzle & board games 2007 encore software 19.99,encore software 10443 elementary school advantage 2007 win 98 me 2000 xp  26.97
3264,1050,772,0,middle school advantage 2008 encore 39.99,encore software 10443 elementary school advantage 2007 win 98 me 2000 xp  26.97
3265,1053,772,0,high school advantage 2008 encore 39.99,encore software 10443 elementary school advantage 2007 win 98 me 2000 xp  26.97
3266,1055,772,0,high school advantage 2007 encore software 29.95,encore software 10443 elementary school advantage 2007 win 98 me 2000 xp  26.97
3267,1062,772,0,pc tools spyware doctor 2007 sb cs by pc tools encore software 29.99,encore software 10443 elementary school advantage 2007 win 98 me 2000 xp  26.97
3268,1100,772,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 10443 elementary school advantage 2007 win 98 me 2000 xp  26.97
3269,683,773,0,math advantage 2008 encore 39.99,encore software 12360 elementary advantage 2008 win 2000 xp vista  34.97
3270,712,773,0,spongebob squarepants typing 2008 win/mac encore software 19.95,encore software 12360 elementary advantage 2008 win 2000 xp vista  34.97
3271,917,773,0,elementary advantage 2008 encore software ,encore software 12360 elementary advantage 2008 win 2000 xp vista  34.97
3272,1014,773,1,elementary advantage 2008 encore 39.99,encore software 12360 elementary advantage 2008 win 2000 xp vista  34.97
3273,1020,773,0,elementary school advantage 2007 encore software 29.99,encore software 12360 elementary advantage 2008 win 2000 xp vista  34.97
3274,1050,773,0,middle school advantage 2008 encore 39.99,encore software 12360 elementary advantage 2008 win 2000 xp vista  34.97
3275,1053,773,0,high school advantage 2008 encore 39.99,encore software 12360 elementary advantage 2008 win 2000 xp vista  34.97
3276,1055,773,0,high school advantage 2007 encore software 29.95,encore software 12360 elementary advantage 2008 win 2000 xp vista  34.97
3277,1100,773,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 12360 elementary advantage 2008 win 2000 xp vista  34.97
3278,486,774,0,pcanywhere 11.0 host only cd-rom xp 98 nt w2k me symantec ,encore software 10598 registry mechanic win 98 me 2000 xp  26.97
3279,944,774,0,registry mechanic by encore software encore software 46.52,encore software 10598 registry mechanic win 98 me 2000 xp  26.97
3280,1100,774,0,poser 7 win 2000 xp mac os 10.4 & up aladdin systems 199.99,encore software 10598 registry mechanic win 98 me 2000 xp  26.97
3281,683,775,1,math advantage 2008 encore 39.99,encore software 12390 math advantage 2008 win 2000 xp vista  34.97
3282,712,775,0,spongebob squarepants typing 2008 win/mac encore software 19.95,encore software 12390 math advantage 2008 win 2000 xp vista  34.97
3283,917,775,0,elementary advantage 2008 encore software ,encore software 12390 math advantage 2008 win 2000 xp vista  34.97
